"","YEAR","CVEGEO","num_tomas","tomas","num_cartels","menciones_huachicol","carteles_huachicol","pobtot","pobhlindigena","pobanalf","gradoescolar","HomX100","ESTADO","mun_huachicolero","YearFirst","diffYears","lead1","lead2","lead3","lag0","lag1","lag2","lag3","lag4","lag5","lag6","lag7","lag8","lag9","ENT","is_neighbor","treated","post","consecutive_cartel","log_hom"
"129",2018,8005,0,0,3,0,0,25642.2,0.0172262496239143,0.0421873319847489,8.96923359512708,23.3989283290825,8,0,0,NA,"False","False","False","False","False","False","False","False","False","False","False","False","False",8,1,NA,0,0,3.19453921039536
"130",2019,8005,0,0,3,0,0,25867.6,0.0189851606156308,0.0446858775201983,8.36461679756354,3.86583989237502,8,0,0,NA,"False","False","False","False","False","False","False","False","False","False","False","False","False",8,1,NA,0,0,1.58223934048565
"131",2007,8010,0,0,1,0,0,21271,0.0351131575546033,0.0527669004034563,6.744,4.70123642517982,8,0,0,NA,"False","False","False","False","False","False","False","False","False","False","False","False","False",8,1,NA,0,0,1.74068306801569
"132",2008,8010,0,0,2,0,0,21640,0.0368020044189001,0.0526174632027318,6.856,41.5896487985213,8,0,0,NA,"False","False","False","False","False","False","False","False","False","False","False","False","False",8,1,NA,0,0,3.75161123779925
"133",2009,8010,0,0,2,0,0,22009,0.038490851283197,0.0524680260020073,6.968,27.2615748103049,8,0,0,NA,"False","False","False","False","False","False","False","False","False","False","False","False","False",8,1,NA,0,0,3.34150310147534
"134",2010,8010,0,0,5,0,0,22378,0.0401796981474938,0.0523185888012829,7.08,26.8120475466976,8,0,0,NA,"False","False","False","False","False","False","False","False","False","False","False","False","False",8,1,NA,0,0,3.32546929181023
"135",2011,8010,0,0,2,0,0,22590,0.032143758517995,0.0418548710410263,5.664,4.42673749446658,8,0,0,NA,"False","False","False","False","False","False","False","False","False","False","False","False","False",8,1,NA,0,0,1.69133812362699
"136",2012,8010,0,0,2,0,0,22802,0.0241078188884962,0.0313911532807697,4.248,13.1567406367862,8,0,0,NA,"False","False","False","False","False","False","False","False","False","False","False","False","False",8,1,NA,0,0,2.65019088075194
"137",2013,8010,0,0,1,0,0,23014,0.0160718792589975,0.0209274355205131,2.832,17.3807247762232,8,0,0,NA,"False","False","False","False","False","False","False","False","False","False","False","False","False",8,1,NA,0,0,2.91130254902403
"138",2014,8010,0,0,1,0,0,23226,0.0080359396294987,0.0104637177602565,1.416,25.8331180573495,8,0,0,NA,"False","False","False","False","False","False","False","False","False","False","False","False","False",8,1,NA,0,0,3.28963687301675
"139",2015,8010,0,0,1,0,0,23438,0,0,0,21.3328782319311,8,0,0,NA,"False","False","False","False","False","False","False","False","False","False","False","False","False",8,1,NA,0,0,3.1060599528405
"140",2016,8010,0,0,4,0,0,23779.6,0.0082017543859649,0.0074585790508284,1.574,67.2845632390789,8,0,0,NA,"False","False","False","False","False","False","False","False","False","False","False","False","False",8,1,NA,0,0,4.22368372696259
"141",2017,8010,0,0,4,0,0,24121.2,0.0164035087719298,0.0149171581016568,3.148,29.020115085485,8,0,0,NA,"False","False","False","False","False","False","False","False","False","False","False","False","False",8,1,NA,0,0,3.40186765982505
"142",2018,8010,0,0,4,0,0,24462.8,0.0246052631578947,0.0223757371524852,4.722,8.17567899014013,8,0,0,NA,"False","False","False","False","False","False","False","False","False","False","False","False","False",8,1,NA,0,0,2.21655639557739
"143",2019,8010,0,0,2,0,0,24804.4,0.0328070175438596,0.0298343162033136,6.296,4.03154279079518,8,0,0,NA,"False","False","False","False","False","False","False","False","False","False","False","False","False",8,1,NA,0,0,1.61572665493527
"144",2007,8015,0,0,0,0,0,1544.2,0.0268102082897528,0.0770355799685181,5.764,0,8,0,0,NA,"False","False","False","False","False","False","False","False","False","False","False","False","False",8,1,NA,0,0,0
"145",2008,8015,0,0,0,0,0,1589.8,0.0352458934743846,0.0770186411230912,5.886,125.801987671405,8,0,0,NA,"False","False","False","False","False","False","False","False","False","False","False","False","False",8,1,NA,0,0,4.84262671752226
"146",2009,8015,0,0,0,0,0,1635.4,0.0436815786590164,0.0770017022776643,6.008,0,8,0,0,NA,"False","False","False","False","False","False","False","False","False","False","False","False","False",8,1,NA,0,0,0
"147",2010,8015,0,0,0,0,0,1681,0.0521172638436482,0.0769847634322373,6.13,0,8,0,0,NA,"False","False","False","False","False","False","False","False","False","False","False","False","False",8,1,NA,0,0,0
"148",2011,8015,0,0,0,0,0,1681.6,0.050439791782314,0.0768052020501377,6.56797612200014,0,8,0,0,NA,"False","False","False","False","False","False","False","False","False","False","False","False","False",8,1,NA,0,0,0
"149",2012,8015,0,0,0,0,0,1682.2,0.0487623197209799,0.076625640668038,7.00595224400029,59.4459636190703,8,0,0,NA,"False","False","False","False","False","False","False","False","False","False","False","False","False",8,1,NA,0,0,4.10174980260762
"150",2013,8015,0,0,0,0,0,1682.8,0.0470848476596457,0.0764460792859384,7.44392836600043,0,8,0,0,NA,"False","False","False","False","False","False","False","False","False","False","False","False","False",8,1,NA,0,0,0
"151",2014,8015,0,0,0,0,0,1683.4,0.0454073755983116,0.0762665179038387,7.88190448800057,0,8,0,0,NA,"False","False","False","False","False","False","False","False","False","False","False","False","False",8,1,NA,0,0,0
"152",2015,8015,0,0,0,0,0,1684,0.0437299035369774,0.0760869565217391,8.31988061000072,0,8,0,0,NA,"False","False","False","False","False","False","False","False","False","False","False","False","False",8,1,NA,0,0,0
"153",2016,8015,0,0,0,0,0,1593.2,0.0378694052461735,0.0738759618058774,8.04990448800057,62.7667587245795,8,0,0,NA,"False","False","False","False","False","False","False","False","False","False","False","False","False",8,1,NA,0,0,4.15523203144532
"154",2017,8015,0,0,1,0,0,1502.4,0.0320089069553695,0.0716649670900157,7.77992836600043,133.120340788072,8,0,0,NA,"False","False","False","False","False","False","False","False","False","False","False","False","False",8,1,NA,0,0,4.89873746251392
"155",2018,8015,0,0,1,0,0,1411.6,0.0261484086645655,0.069453972374154,7.50995224400029,0,8,0,0,NA,"False","False","False","False","False","False","False","False","False","False","False","False","False",8,1,NA,0,0,0
"156",2019,8015,0,0,1,0,0,1320.8,0.0202879103737615,0.0672429776582923,7.23997612200014,0,8,0,0,NA,"False","False","False","False","False","False","False","False","False","False","False","False","False",8,1,NA,0,0,0
"157",2007,8019,0,0,4,0,0,783091.8,0.0081397007807212,0.0151651787803103,10.012,8.55582959750057,8,0,2008,-1,"True","False","False","False","False","False","False","False","False","False","False","False","False",8,NA,1,0,0,2.25715139731426
"158",2008,8019,7,1,4,0,0,795242.2,0.0083660139135301,0.0146615412074932,10.128,53.6943336256552,8,1,2008,0,"False","False","False","True","False","False","False","False","False","False","False","False","False",8,NA,1,1,0,4.00176011403753
"159",2009,8019,6,1,4,0,0,807392.6,0.008592327046339,0.0141579036346761,10.244,65.89111666369,8,1,2008,1,"False","False","False","False","True","False","False","False","False","False","False","False","False",8,NA,1,1,0,4.20306617302132
"160",2010,8019,6,1,9,0,0,819543,0.0088186401791479,0.013654266061859,10.36,135.197298982482,8,1,2008,2,"False","False","False","False","False","True","False","False","False","False","False","False","False",8,NA,1,1,0,4.91410456225946
"161",2011,8019,5,1,9,0,0,831246.8,0.0086384003615154,0.0128988352390313,11.1709238593111,103.45904489497,8,1,2008,3,"False","False","False","False","False","False","True","False","False","False","False","False","False",8,NA,1,1,0,4.64879507970549
"162",2012,8019,11,1,6,0,0,842950.6,0.0084581605438829,0.0121434044162037,11.9818477186221,67.7382518026561,8,1,2008,4,"False","False","False","False","False","False","False","True","False","False","False","False","False",8,NA,1,1,0,4.23030583907408
"163",2013,8019,17,1,7,0,0,854654.4,0.0082779207262504,0.011387973593376,12.7927715779332,42.2392957902048,8,1,2008,5,"False","False","False","False","False","False","False","False","True","False","False","False","False",8,NA,1,1,0,3.76674970656542
"164",2014,8019,28,1,8,0,0,866358.2,0.0080976809086179,0.0106325427705483,13.6036954372442,33.127175341562,8,1,2008,6,"False","False","False","False","False","False","False","False","False","True","False","False","False",8,NA,1,1,0,3.53009399774629
"165",2015,8019,12,1,8,0,0,878062,0.0079174410909853,0.0098771119477207,14.4146192965553,28.1301320407898,8,1,2008,7,"False","False","False","False","False","False","False","False","False","False","True","False","False",8,NA,1,1,0,3.37177310377226
"166",2016,8019,20,1,8,0,0,889984.4,0.0084533486459616,0.009930058059358,13.8156954372442,46.1805847383392,8,1,2008,8,"False","False","False","False","False","False","False","False","False","False","False","True","False",8,NA,1,1,0,3.85398246767846
"167",2017,8019,34,1,7,0,0,901906.8,0.0089892562009379,0.0099830041709953,13.2167715779332,61.6471679778886,8,1,2008,9,"False","False","False","False","False","False","False","False","False","False","False","False","True",8,NA,1,1,0,4.13751847645584
"168",2018,8019,27,1,5,0,0,913829.2,0.0095251637559141,0.0100359502826326,12.6178477186221,51.2130713266768,8,1,2008,9,"False","False","False","False","False","False","False","False","False","False","False","False","True",8,NA,1,1,0,3.95533287209863
"169",2019,8019,29,1,6,0,0,925751.6,0.0100610713108904,0.0100888963942699,12.0189238593111,49.1492534282415,8,1,2008,9,"False","False","False","False","False","False","False","False","False","False","False","False","True",8,NA,1,1,0,3.91500362752229
"170",2007,8024,0,0,1,0,0,3866.8,0.0062435998519676,0.0305314651200607,6.54,25.8611772007862,8,0,0,NA,"False","False","False","False","False","False","False","False","False","False","False","False","False",8,1,NA,0,0,3.29068201741639
"171",2008,8024,0,0,0,0,0,3890.2,0.0060955675345622,0.0300808234110852,6.64,25.7056192483677,8,0,0,NA,"False","False","False","False","False","False","False","False","False","False","False","False","False",8,1,NA,0,0,3.28487400200323
"172",2009,8024,0,0,0,0,0,3913.6,0.0059475352171568,0.0296301817021097,6.74,332.174979558463,8,0,0,NA,"False","False","False","False","False","False","False","False","False","False","False","False","False",8,1,NA,0,0,5.80866781611203
"173",2010,8024,0,0,0,0,0,3937,0.0057995028997514,0.0291795399931342,6.84,228.600457200914,8,0,0,NA,"False","False","False","False","False","False","False","False","False","False","False","False","False",8,1,NA,0,0,5.43634065573661
"174",2011,8024,0,0,0,0,0,3969.4,0.0046396023198011,0.0233436319945073,5.472,201.541794729682,8,0,0,NA,"False","False","False","False","False","False","False","False","False","False","False","False","False",8,1,NA,0,0,5.31094625897716
"175",2012,8024,0,0,0,0,0,4001.8,0.0034797017398508,0.0175077239958805,4.104,24.9887550602229,8,0,0,NA,"False","False","False","False","False","False","False","False","False","False","False","False","False",8,1,NA,0,0,3.25766394678365
"176",2013,8024,0,0,0,0,0,4034.2,0.0023198011599005,0.0116718159972536,2.736,0,8,0,0,NA,"False","False","False","False","False","False","False","False","False","False","False","False","False",8,1,NA,0,0,0
"177",2014,8024,0,0,0,0,0,4066.6,0.0011599005799502,0.0058359079986268,1.368,24.5905670584764,8,0,0,NA,"False","False","False","False","False","False","False","False","False","False","False","False","False",8,1,NA,0,0,3.24222380930392
"178",2015,8024,0,0,0,0,0,4099,0,0,0,73.1885825811173,8,0,0,NA,"False","False","False","False","False","False","False","False","False","False","False","False","False",8,1,NA,0,0,4.30661026476374
"179",2016,8024,0,0,1,0,0,4037.4,0.0033707865168539,0.0064965197215777,1.584,74.3052459503641,8,0,0,NA,"False","False","False","False","False","False","False","False","False","False","False","False","False",8,1,NA,0,0,4.3215497997147
"180",2017,8024,0,0,0,0,0,3975.8,0.0067415730337078,0.0129930394431554,3.168,50.3043412646511,8,0,0,NA,"False","False","False","False","False","False","False","False","False","False","False","False","False",8,1,NA,0,0,3.93777537363816
"181",2018,8024,0,0,1,0,0,3914.2,0.0101123595505617,0.0194895591647331,4.752,102.192018803331,8,0,0,NA,"False","False","False","False","False","False","False","False","False","False","False","False","False",8,1,NA,0,0,4.63659151287977
"182",2019,8024,0,0,0,0,0,3852.6,0.0134831460674157,0.0259860788863109,6.336,129.782484555884,8,0,0,NA,"False","False","False","False","False","False","False","False","False","False","False","False","False",8,1,NA,0,0,4.87353551993313
"183",2007,8028,0,0,0,0,0,8072,0.0026887113617703,0.0505345627586774,6.59,86.7195242814668,8,0,0,NA,"False","False","False","False","False","False","False","False","False","False","False","False","False",8,1,NA,0,0,4.47414450038709
"184",2008,8028,0,0,3,0,0,7534,0.003077896385498,0.0490803641791261,6.65,411.468011680382,8,0,0,NA,"False","False","False","False","False","False","False","False","False","False","False","False","False",8,1,NA,0,0,6.02215865532628
"185",2009,8028,0,0,3,0,0,6996,0.0034670814092258,0.0476261655995748,6.71,1157.80445969125,8,0,0,NA,"False","False","False","False","False","False","False","False","False","False","False","False","False",8,1,NA,0,0,7.05514411443047
"186",2010,8028,0,0,1,0,0,6458,0.0038562664329535,0.0461719670200235,6.77,696.810157943636,8,0,0,NA,"False","False","False","False","False","False","False","False","False","False","False","False","False",8,1,NA,0,0,6.54794708574565
"187",2011,8028,0,0,0,0,0,6220.8,0.0033729012812589,0.0445623679111367,7.53351598211122,385.802469135802,8,0,0,NA,"False","False","False","False","False","False","False","False","False","False","False","False","False",8,1,NA,0,0,5.9579141470536
"188",2012,8028,0,0,0,0,0,5983.6,0.0028895361295644,0.04295276880225,8.29703196422244,116.986429574169,8,0,0,NA,"False","False","False","False","False","False","False","False","False","False","False","False","False",8,1,NA,0,0,4.77056961424351
"189",2013,8028,0,0,1,0,0,5746.4,0.0024061709778698,0.0413431696933632,9.06054794633366,52.2065989141027,8,0,0,NA,"False","False","False","False","False","False","False","False","False","False","False","False","False",8,1,NA,0,0,3.97418242839408
"190",2014,8028,0,0,0,0,0,5509.2,0.0019228058261753,0.0397335705844764,9.82406392844488,108.908734480505,8,0,0,NA,"False","False","False","False","False","False","False","False","False","False","False","False","False",8,1,NA,0,0,4.69965033487118
"191",2015,8028,0,0,1,0,0,5272,0.0014394406744807,0.0381239714755896,10.5875799105561,189.681335356601,8,0,0,NA,"False","False","False","False","False","False","False","False","False","False","False","False","False",8,1,NA,0,0,5.25060363344091
